id;cost;name;usebefore;type;storage
b7ab3083-2459-4b13-9258-a068e7aba735;€4,50;Shrimp - 16/20, Iqf, Shell On;11/5/2020;Alcohol;normal
59339d5a-022a-4587-8910-720c6e52d8ae;€80,34;Bagel - Everything;7/1/2020;Alcohol;fridge
271a1564-955f-4dce-81a0-ad2fa770e1a3;€36,91;Shichimi Togarashi Peppeers;1/1/2020;Alcohol;fridge
7ff163ee-2fc2-40b4-abc6-e4163c50e3c7;€20,57;Chicken - Ground;4/6/2020;Sweets;fridge
d5812252-4428-471e-9bc2-e1fda526355a;€9,87;Sprouts - Brussel;6/17/2020;Vegetables;normal
6159a1da-5efc-46cf-b720-a6be297b1e4a;€95,48;Cheese - Brie, Triple Creme;12/16/2019;Fruits;fridge
be330998-e2b2-4c6e-be5e-455871a7fc80;€87,07;Fuji Apples;3/1/2020;Vegetables;fridge
27483dae-e8fa-41b6-8d68-91f345f76789;€7,14;Tea - Lemon Green Tea;5/18/2020;Vegetables;freezer
97f3d8c5-804e-430a-97d9-9d0a978a4f12;€39,26;Carrots - Purple, Organic;11/14/2020;Sweets;freezer
9c2ed042-3711-4f20-a010-dae30e73e619;€83,02;Stock - Chicken, White;6/3/2020;Sweets;normal
bbd3dce0-30d6-4e29-92b0-dcf04d04d2de;€24,93;Tea Peppermint;12/10/2019;Sweets;freezer
9ec44589-2d7f-46c0-9f22-dbaac1e39138;€80,31;Beef - Shank;6/22/2020;Vegetables;freezer
c3f62aba-746c-435c-a930-804c84fc5f4a;€65,48;Chicken - Leg, Fresh;10/27/2020;Vegetables;fridge
186759a2-8819-4905-85e8-dd94e0e92a07;€6,79;Wine - Red, Mouton Cadet;6/21/2020;Vegetables;fridge
a29ce981-7363-4195-9b4d-e7342339f491;€21,49;Strawberries;9/1/2020;Fruits;fridge
e2a1645c-af06-40de-9804-eca010e574a8;€29,62;Whmis Spray Bottle Graduated;8/2/2020;Alcohol;fridge
f866112b-c9dc-486a-a43b-4584853cb7cd;€73,18;Crab - Dungeness, Whole;7/2/2020;Vegetables;fridge
c85e1cc4-ed12-47e0-8d4f-5bb57243dcdc;€77,38;Soy Protein;11/4/2020;Sweets;fridge
feef2910-2945-4b4b-b952-21cf29922ad0;€36,41;Sugar - Splenda Sweetener;9/18/2020;Fruits;normal
03369279-5cab-42f4-af3f-6a49e3dfb726;€53,77;Wine - Jafflin Bourgongone;9/1/2020;Alcohol;freezer
2cd1645b-dc12-464e-8f7d-895fd78981a8;€79,17;Parsnip;2/5/2020;Fruits;normal
2b4e051e-094d-4ecd-820e-6cc62a093c43;€11,51;Veal - Brisket, Provimi,bnls;11/4/2020;Alcohol;normal
67ea170a-b769-4e4b-a54c-5c397dfed2ec;€62,65;Kale - Red;6/17/2020;Sweets;freezer
f6092fd4-08ae-4488-b4c0-d38faefee70d;€88,04;Chutney Sauce - Mango;1/23/2020;Sweets;freezer
349a5117-47c2-4a38-be82-8515a3819a74;€28,12;Chocolate - Chips Compound;3/20/2020;Alcohol;fridge
8c22719f-22d9-44ee-b4c7-7aa4937516ad;€25,60;Wine - Cahors Ac 2000, Clos;7/10/2020;Sweets;normal
cc578b57-e782-4068-88f5-0402927feda2;€1,60;Haggis;8/28/2020;Sweets;freezer
dca0b42c-1145-4902-9db0-05e4467d8db8;€91,40;Ice Cream - Vanilla;1/21/2020;Vegetables;normal
9628f9f4-827a-40ea-92fa-fcc67d42f298;€36,90;Vodka - Lemon, Absolut;7/24/2020;Fruits;freezer
20810f56-f82c-42be-aaf3-52fbc76bb1a5;€22,08;Cookie - Oreo 100x2;9/26/2020;Sweets;freezer
bc27d81a-623f-4c4a-9bd7-28cf58f4b3eb;€66,13;Turkey - Ground. Lean;12/27/2019;Fruits;normal
ce267fdd-f98c-4193-80be-c6a1f5748ead;€28,39;Spinach - Packaged;6/19/2020;Alcohol;fridge
7991c24e-37af-4053-9dbd-b9d4d7360236;€45,43;Stock - Veal, White;9/1/2020;Alcohol;fridge
5231a0b4-0725-4a25-b57a-ad0eabf3b421;€16,25;Pears - Anjou;7/26/2020;Alcohol;fridge
c04ea69c-8ba8-4cff-92e5-558912d52790;€35,54;Food Colouring - Pink;9/22/2020;Fruits;normal
a45a0888-4552-47c8-afbc-197af858fdc6;€15,33;Carbonated Water - Strawberry;12/25/2019;Vegetables;freezer
b1767b92-d78e-47d6-ba57-7ea9fda6a252;€72,22;Lettuce - Curly Endive;11/26/2019;Sweets;normal
c685de8d-e227-4334-b9cc-b33b3bf6ad5f;€33,11;Table Cloth 72x144 White;11/29/2019;Fruits;fridge
03a3bb59-533b-46e1-b257-21810ce29803;€42,67;Potatoes - Parissienne;1/26/2020;Sweets;freezer
4f057862-cc68-423c-8629-8fc79147165c;€44,04;Tomatoes - Vine Ripe, Yellow;12/28/2019;Vegetables;fridge
c248a9a4-0e67-428e-8153-bb07a9c2e445;€14,81;Cookie Dough - Chocolate Chip;6/20/2020;Vegetables;fridge
203de8e2-df96-4a58-9e2e-762f48cdf06f;€17,62;Onions - Cippolini;10/3/2020;Sweets;fridge
1b993250-aa6e-4f1a-83dc-ac45bca84d86;€92,62;Oil - Cooking Spray;9/1/2020;Fruits;normal
08cea126-98fd-4ad4-9142-39019a2e084c;€82,55;Pasta - Lasagna, Dry;6/12/2020;Vegetables;fridge
f7e5dd13-1a64-4172-acaa-13de1fb42019;€24,55;Cleaner - Lime Away;11/18/2020;Sweets;freezer
711101dd-a123-4939-976c-3183736f152c;€94,59;Kellogs All Bran Bars;4/9/2020;Sweets;freezer
57530540-6e8e-4bcf-956a-0eeff0157481;€41,87;Compound - Rum;8/23/2020;Fruits;normal
506cbf49-e97b-459f-b61e-5a4e543d71e7;€37,19;Bread - Calabrese Baguette;6/18/2020;Alcohol;normal
14bfa406-4eea-492f-b7f2-869f72d717bc;€68,99;Veal - Inside Round / Top, Lean;11/22/2020;Fruits;normal
9a0d4131-23b8-4d05-a2be-e4f8c2ef310d;€86,85;Avocado;7/25/2020;Sweets;fridge
62047c13-fcb4-4786-934e-df7132bccdb2;€19,33;Shrimp - 150 - 250;1/17/2020;Alcohol;fridge
4c6eff5b-207f-4ac5-9e01-42a7f19c3758;€3,94;Coffee - Hazelnut Cream;10/19/2020;Fruits;fridge
75bc38c6-5701-4538-9898-7045281cd038;€77,78;Ocean Spray - Kiwi Strawberry;2/27/2020;Fruits;normal
e410c9a4-9632-4d61-bfbc-477015841065;€1,98;Icecream - Dibs;10/14/2020;Fruits;freezer
341c1c72-be6c-43da-9352-2ea4844f24bc;€71,99;Containter - 3oz Microwave Rect.;12/15/2019;Fruits;freezer
93c68496-3b3a-4264-b97f-dc597bae9b05;€90,08;Pizza Pizza Dough;4/3/2020;Sweets;fridge
6f3ffc4f-0645-4686-bb7f-418261dab608;€91,76;Cod - Fillets;12/18/2019;Vegetables;fridge
074487aa-1c3b-443c-ad92-a66589fa5ca3;€11,16;Snails - Large Canned;3/5/2020;Alcohol;freezer
5d4ef76e-6a7b-40f4-999f-43dd727f3ec3;€86,12;Lamb - Leg, Boneless;4/9/2020;Alcohol;fridge
e4c61356-b0c0-4376-95eb-bae82e79c011;€99,29;Pate - Liver;11/25/2019;Fruits;freezer
34266703-fffc-4525-a9e6-89298caadf83;€19,79;Hinge W Undercut;3/8/2020;Sweets;fridge
70392b0e-df37-4c2f-b3bf-f035c4f31b31;€61,06;Trout - Hot Smkd, Dbl Fillet;3/13/2020;Fruits;freezer
d70c9273-ab48-4245-8152-58f7d8d84d54;€28,64;Chicken Thigh - Bone Out;6/17/2020;Sweets;fridge
be0e5c4b-4241-463a-8004-0500385a351a;€23,05;Sauce - Hollandaise;9/19/2020;Vegetables;normal
b3881a69-9739-4167-a23b-8a5b1e69c4bb;€12,99;Steamers White;6/2/2020;Sweets;freezer
db290f98-0e39-4c2a-a78f-e21a495cd3f5;€27,38;Pork - Backs - Boneless;6/30/2020;Fruits;normal
0319f4f8-d648-487b-b594-f7e88f95f7e1;€85,97;Sobe - Green Tea;10/20/2020;Sweets;normal
17a92242-6d82-4319-b051-953a538a77b5;€10,81;Mushroom - Portebello;12/28/2019;Sweets;normal
47b5a0eb-85c9-4f97-9f05-87ec98c95e10;€1,20;Lighter - Bbq;10/11/2020;Alcohol;normal
0534703f-54c5-487f-88ad-1c40d4295346;€95,02;Table Cloth 53x53 White;3/7/2020;Fruits;freezer
5c47bbfd-0835-4211-9fbf-742489d24f33;€32,09;Chicken - Leg / Back Attach;10/16/2020;Vegetables;fridge
39df9808-8064-48eb-b015-74d201f8f521;€61,20;Mace;4/29/2020;Sweets;fridge
60e32d62-8052-4858-bd2d-44ce228169df;€5,78;Ice Cream - Fudge Bars;8/24/2020;Vegetables;normal
584f6f4a-4504-4762-9dc5-a1ffa9c29380;€80,25;Wine - Vidal Icewine Magnotta;10/17/2020;Sweets;fridge
a4176d2e-92d7-4a64-bc64-bfa1b59e3fa4;€63,68;Beef - Bresaola;3/29/2020;Alcohol;freezer
acffa753-4db4-4827-a4fa-07bf96c899a7;€39,29;Sauce - Demi Glace;6/21/2020;Sweets;normal
e3e33bb0-1e17-4ee6-9c7a-0de1ef9521da;€44,22;Vinegar - White;1/12/2020;Alcohol;fridge
e0a15eab-166e-4163-a3cc-793184368c45;€93,67;Compound - Rum;6/12/2020;Alcohol;normal
bd5289f0-4d7c-4899-b426-d31026765980;€62,18;Wine - Red, Cabernet Sauvignon;9/1/2020;Vegetables;fridge
605b42c0-2eb7-4baf-9438-cf24777bc7a2;€96,31;Glass - Juice Clear 5oz 55005;6/4/2020;Sweets;fridge
0ec9a7f5-ac22-432e-bdaa-9fc403ba24a9;€57,70;Ecolab - Lime - A - Way 4/4 L;2/18/2020;Fruits;normal
fa2a16c9-a13c-4af2-b4fc-ba163aa287b0;€41,89;Anchovy In Oil;2/11/2020;Fruits;normal
593e2faa-d73c-4b63-a10e-f0a19d6b0bcd;€5,00;Pie Filling - Pumpkin;6/3/2020;Vegetables;normal
cca7a529-bcfc-476f-88bc-170ee0529434;€58,36;Wanton Wrap;8/15/2020;Sweets;fridge
8fb315fe-c31f-4f58-9b70-5db95af8ee71;€88,54;Everfresh Products;8/21/2020;Fruits;normal
2a7762f1-714b-4341-9bbc-68bac12e5244;€33,53;Beef - Kindney, Whole;6/17/2020;Vegetables;freezer
8d0b9af2-20c8-4219-81e1-3cce06c94401;€35,05;Juice - Ocean Spray Kiwi;5/28/2020;Sweets;normal
3ac738be-62e1-4a3b-a547-32b1cabdc468;€54,86;Truffle - Peelings;9/9/2020;Sweets;normal
45e6eb4a-6926-407b-bf07-7ec97e7f3679;€26,16;Dill Weed - Dry;8/15/2020;Alcohol;freezer
d2374b9e-ace3-4bfc-803f-2099dc51ac9f;€33,52;Ham - Cooked Italian;10/11/2020;Sweets;normal
1369c2db-80ca-4d81-bc2a-aeb1c216bf93;€75,52;Wine - Duboeuf Beaujolais;8/11/2020;Fruits;freezer
c51ce577-083d-4020-9c8d-5e8090a1045a;€80,99;Jolt Cola;8/24/2020;Alcohol;normal
1340afbd-b585-4749-a46e-b0031be9a82a;€46,45;Beans - Navy, Dry;6/24/2020;Fruits;fridge
a0c27b81-99fa-4ab1-b7b4-3c5a34f46121;€43,40;Shrimp - 16 - 20 Cooked, Peeled;3/5/2020;Alcohol;fridge
18dc2b63-3104-4f3f-937e-1fd8124a5910;€29,94;Carbonated Water - Orange;2/10/2020;Vegetables;freezer
6d3402e7-3ea6-4e47-82b1-796e9c01df3b;€13,26;Yeast Dry - Fleischman;10/2/2020;Vegetables;fridge
01b09dae-cd9d-4870-9be0-f1c113d5863e;€81,08;Tequila - Sauza Silver;3/13/2020;Vegetables;freezer
e2a97aed-a808-41ef-acd8-4e71b65b376f;€65,12;Veal - Ground;9/25/2020;Sweets;normal
faa1710b-845d-4aeb-b718-0c95f94c3d60;€55,42;Flower - Carnations;1/1/2020;Alcohol;normal
b6458955-4182-4a36-ad4b-d27dfe0e8c23;€96,72;Beer - Mcauslan Apricot;11/30/2019;Fruits;normal
af0377d2-77e4-446a-a5ad-a8038edf3b82;€35,35;Ginger - Crystalized;5/16/2020;Fruits;freezer
54ff5bcd-920d-4399-9f5c-1f9d9474c6cd;€6,53;Muffin Batt - Ban Dream Zero;12/12/2019;Vegetables;normal
9a1c6864-b518-44d9-894a-4257771c44ec;€5,21;Pastry - Chocolate Marble Tea;2/20/2020;Fruits;fridge
a7584564-f9af-4f75-82e7-b6321503fe0b;€29,39;V8 - Berry Blend;12/19/2019;Alcohol;fridge
90bfb8de-7f5b-45b1-9520-1a7e13816a88;€30,19;Napkin White - Starched;3/28/2020;Alcohol;freezer
858bf802-5a5b-4358-8fbe-83c2a7245c6b;€21,52;Thyme - Fresh;3/20/2020;Vegetables;normal
ab6f69d2-a43d-491b-9ca2-e2dd9f20a37d;€89,82;Wine - Chardonnay South;7/28/2020;Vegetables;fridge
15aea8bb-b68a-4d5d-890a-529aa68b8d6c;€44,11;Lid - 3oz Med Rec;1/29/2020;Sweets;fridge
07cdd234-a3fb-4877-b11f-f1535172663e;€16,28;Duck - Whole;6/20/2020;Alcohol;normal
a6389b67-6eb2-48dc-af40-2073b5e66852;€68,28;Wine - Remy Pannier Rose;6/4/2020;Sweets;fridge
f464a026-9fbf-4304-b343-543d935154fd;€4,26;Daikon Radish;2/22/2020;Fruits;normal
5e188035-2c9f-43e4-a979-11aee01c767f;€30,06;Tomatillo;8/12/2020;Alcohol;normal
23aa336f-2dc4-4bfe-9ae3-4ea20259db68;€64,95;Table Cloth 53x53 White;2/19/2020;Sweets;freezer
a2554fac-ed11-4a21-ad8f-9b738589d78e;€64,02;Beer - Camerons Cream Ale;10/9/2020;Vegetables;normal
c021dcbc-e592-40a0-8b3a-e8ed7b9f3efe;€88,26;Pasta - Fett Alfredo, Single Serve;3/17/2020;Sweets;freezer
74741437-6706-4d92-902b-c33fbfb027fb;€89,44;Cake - Pancake;8/7/2020;Alcohol;fridge
c6b6f482-17ee-4d33-8b7d-bd76f1a30a09;€47,14;White Fish - Filets;5/28/2020;Sweets;freezer
4b1b15a9-7a72-4824-a9dd-62c29b557b2f;€83,52;Swiss Chard;2/18/2020;Alcohol;freezer
644fbda1-f96a-4ff7-bf2f-325feb1575cc;€11,36;Bagelers - Cinn / Brown;4/18/2020;Alcohol;freezer
0afaca8b-2a7c-4c49-90a3-f3ad20138a7e;€10,17;Hinge W Undercut;9/30/2020;Alcohol;fridge
177cbeb1-8296-4ef8-a46e-dc978e0e57bd;€10,79;Pork - Belly Fresh;6/14/2020;Fruits;fridge
e65298a3-f9e8-4b5a-b545-7f10e07083c3;€33,61;Coffee - 10oz Cup 92961;1/14/2020;Alcohol;freezer
afec921b-7d82-49de-a704-532224b1163b;€70,03;Wine - Trimbach Pinot Blanc;8/22/2020;Fruits;fridge
6dabd817-81e9-43df-9b61-46f89f9cf490;€85,01;Nut - Cashews, Whole, Raw;12/3/2019;Fruits;normal
657f354d-f674-4401-b145-af623ffb1b47;€4,08;Beef - Top Sirloin - Aaa;2/14/2020;Fruits;fridge
6c7c07d0-1320-41e4-a862-19eb1b30d75e;€63,65;Sugar - Sweet N Low, Individual;4/6/2020;Sweets;normal
cd61dd11-d357-4fe5-b40c-51ad2e6e7147;€13,78;Peas Snow;3/26/2020;Sweets;normal
a9342755-bc3a-475f-97a6-3a4e4d149299;€89,04;Buffalo - Striploin;6/8/2020;Vegetables;fridge
d1170bf1-aa7d-4879-a7b3-f90049d65f46;€31,86;Cheese - La Sauvagine;1/27/2020;Fruits;normal
d40b8d2a-2204-42b9-824a-9f0dddd1eae4;€74,65;Bread - Raisin Walnut Pull;7/17/2020;Fruits;normal
e94dbb6e-7f9e-488b-88c6-9639de73126e;€43,81;Wine - Alsace Riesling Reserve;10/27/2020;Sweets;freezer
8de4662a-b561-4482-94a3-ca161ff81f10;€18,87;Veal - Striploin;12/3/2019;Fruits;freezer
15ed6828-cb82-4d80-99df-b91f3f3f504b;€38,09;Cheese - Gouda Smoked;6/11/2020;Alcohol;fridge
fa25a641-303c-4e2f-9c6c-1eb567c3ed98;€52,69;Olives - Morracan Dired;1/11/2020;Alcohol;normal
96130be9-7e4c-492f-b4d9-6c3602bcb8f0;€58,92;Sprouts - China Rose;8/17/2020;Vegetables;normal
2117cd68-543e-4e99-ac74-52ec2fdd4136;€60,29;Cake Slab;10/2/2020;Alcohol;fridge
d55dea2b-7e04-4106-bc3e-3241dfbaeed0;€71,13;Bagel - Sesame Seed Presliced;8/11/2020;Sweets;normal
e6b27662-362b-4494-a668-f3145d6e1651;€8,87;Trueblue - Blueberry Cranberry;4/7/2020;Alcohol;fridge
1a9a3a4e-236e-4afb-b632-687819c4393c;€32,05;Lamb - Shoulder;1/21/2020;Vegetables;freezer
191e685e-4b96-4178-8158-3bd4f96e5f63;€62,32;Energy Drink - Franks Pineapple;2/17/2020;Fruits;normal
496cdfb9-0047-4dd4-8897-869141221be3;€9,50;Peach - Halves;10/23/2020;Alcohol;freezer
cc6a3151-1df6-4b13-a732-827dd166746f;€68,03;Salt - Celery;9/16/2020;Alcohol;normal
51627d2f-fde8-471d-99ed-6c65b58f8618;€85,49;Spoon - Soup, Plastic;1/28/2020;Sweets;fridge
09a37c90-e56d-47d2-be3d-8fe1ae5ac4d2;€14,69;Chocolate - Feathers;6/13/2020;Vegetables;freezer
df767244-ea21-4dae-8708-3af3acacf1a6;€26,22;Split Peas - Yellow, Dry;3/15/2020;Fruits;normal
71ff9175-bb09-49f5-978d-d4805c465d30;€55,16;Chickensplit Half;5/17/2020;Alcohol;fridge
1f21cef3-869a-4023-968c-4f4e62f50e62;€21,79;Tofu - Firm;10/4/2020;Sweets;fridge
0aaacc10-2145-46ae-9d2f-fa3053785fcd;€90,31;Napkin Colour;6/15/2020;Alcohol;normal
c385f49d-b397-4886-a404-7626a7ff19a5;€7,23;Oneshot Automatic Soap System;4/17/2020;Alcohol;fridge
57ea8dbe-d08a-4ee6-bf6d-36c82cfa9f57;€25,71;Grapefruit - Pink;3/18/2020;Sweets;normal
ae08c215-06d4-4bfc-bbbd-817f3eeb1081;€62,80;Turkey - Whole, Fresh;2/11/2020;Sweets;fridge
aa9d22ab-4e9a-429a-b833-687bfecdc088;€16,07;Trout - Rainbow, Fresh;11/12/2020;Sweets;fridge
5e05df5b-2a84-433f-8b59-78adff134458;€1,15;Pie Filling - Apple;5/25/2020;Vegetables;freezer
d6f1ed20-76fb-4b29-913f-2491fa66568e;€44,27;The Pop Shoppe - Lime Rickey;7/20/2020;Sweets;fridge
ef0bef75-6668-4567-bcd8-f5ce3b79181f;€61,05;Wine - Zonnebloem Pinotage;2/14/2020;Vegetables;normal
f2c29c3c-777a-4be5-bb57-d2a97b62865a;€17,78;Beans - Navy, Dry;2/7/2020;Sweets;freezer
d2966342-81fe-4ecf-9787-e3e1dd35498e;€2,41;Pickle - Dill;11/16/2020;Sweets;fridge
373cce8a-24f2-4045-95fd-488196dee975;€82,39;Chips Potato All Dressed - 43g;11/2/2020;Fruits;fridge
e49eee3b-4db8-41cb-ae17-42386c615dee;€38,03;Wine - Pinot Grigio Collavini;11/21/2020;Sweets;fridge
c5b0bf14-f5d4-4d45-97a2-c51cec1e2501;€67,83;Wine - Magnotta, Merlot Sr Vqa;10/22/2020;Sweets;fridge
a14068f5-62ca-42f6-b348-912f1a1b41ed;€57,20;Truffle Shells - Semi - Sweet;6/20/2020;Vegetables;normal
ef2c0a1e-b6bb-418f-89de-3f2b8fac34b0;€3,08;Tart Shells - Savory, 3;9/30/2020;Sweets;normal
ccd7cf63-55eb-4933-aeb6-340d16bda332;€45,50;Wine - Soave Folonari;5/4/2020;Vegetables;fridge
a186efe7-6bc1-4978-8589-73365bdff3b7;€12,56;Pasta - Detalini, White, Fresh;10/10/2020;Alcohol;fridge
5e08d3fe-0336-4b11-8507-8848babf55c8;€37,09;Muffin Carrot - Individual;7/8/2020;Alcohol;fridge
cfe421cd-9141-4925-924f-e3da1b8ac08a;€94,90;Truffle Paste;2/7/2020;Fruits;freezer
2e15507a-9e2a-4af4-9d62-592279446af7;€24,15;Blouse / Shirt / Sweater;11/8/2020;Vegetables;fridge
d68554ce-979b-4f6b-9b3d-d4ffb0f05281;€11,78;Greens Mustard;9/11/2020;Fruits;fridge
6f9b7f9b-fc91-4876-b795-6da5207980c6;€8,18;Salmon - Whole, 4 - 6 Pounds;7/4/2020;Alcohol;freezer
62bb0f0b-e087-4237-86a8-8939e8936d95;€35,16;Cake Slab;5/31/2020;Fruits;normal
28675949-0ef7-4932-b0ea-a2c5ff75ea52;€79,68;Pork - Bacon Cooked Slcd;2/17/2020;Alcohol;normal
b96638a3-3635-4eb3-8deb-052bd1857ded;€70,78;Spice - Chili Powder Mexican;10/16/2020;Vegetables;normal
6db7ca03-1c4b-44bf-8ff1-0583dc8885aa;€79,00;Wine - Lou Black Shiraz;11/14/2020;Fruits;normal
b54ab9da-4f4b-4bd0-a2c8-7765613ff8fb;€99,00;Eggroll;5/30/2020;Sweets;freezer
b1f3d053-1c93-4c9f-8b5f-72a1ec9ce5d6;€51,61;Bread - White, Sliced;2/27/2020;Fruits;freezer
88ee5fa9-2af9-4f96-9b35-85e0e8c9ed67;€25,87;Yogurt - French Vanilla;11/19/2020;Alcohol;fridge
41451cc3-2ac2-4efa-8c26-5a43d035b49c;€22,16;Lettuce - Curly Endive;7/21/2020;Sweets;freezer
23a9d0e5-72fa-4588-9653-38b814422e56;€51,18;Soup - Verve - Chipotle Chicken;8/27/2020;Sweets;freezer
7eb95a63-ae75-4551-afa1-78f7fca5587a;€75,45;Lobster - Tail 6 Oz;2/13/2020;Fruits;normal
4eed9e7c-88de-4dbe-b741-a38815525f9b;€0,72;Beef - Ground Medium;9/13/2020;Alcohol;normal
20a0601f-d959-4713-a411-8571c09ad3b9;€51,88;Chinese Foods - Thick Noodles;8/12/2020;Sweets;normal
97baeeac-f3f6-4397-be13-c235c19f354f;€20,29;Trout - Smoked;4/6/2020;Sweets;normal
d2165684-a7ed-476e-94d2-a2e49eb046eb;€75,33;Flour - Pastry;9/16/2020;Sweets;fridge
6973ce95-0004-468a-bdcb-13102708a061;€54,62;Zucchini - Green;5/7/2020;Sweets;freezer
36ba5b0a-a342-49e3-8549-5574e5fcd1a3;€89,33;Pernod;1/16/2020;Alcohol;normal
07bf873e-32e2-4006-8216-6c18dd3e24c2;€61,03;Bread - Calabrese Baguette;9/14/2020;Alcohol;freezer
166d2997-9b0e-492b-880e-a01ac7d3b942;€80,02;Plaintain;5/15/2020;Alcohol;freezer
e15aca26-88a8-4b78-b609-a103eeef438b;€47,41;Chicken - Bones;4/8/2020;Sweets;freezer
06b5c94d-1b91-47b4-8fbb-e794d84ae4d5;€17,72;Whmis Spray Bottle Graduated;1/10/2020;Sweets;normal
df390d17-2df7-4077-8392-2540c0276c93;€70,89;Rosemary - Fresh;12/20/2019;Sweets;fridge
dc18d15b-8885-499c-9446-f9e1744618b8;€87,71;Quail - Jumbo;8/31/2020;Vegetables;normal
566aebcc-f638-4f48-aecc-5b72425f3f5a;€47,18;Veal - Ground;7/18/2020;Sweets;normal
fc718bb0-c434-4c43-9e06-00d3934b1c25;€64,92;Sausage - Breakfast;4/27/2020;Fruits;normal
0e8b2b61-fe65-4e2d-ada6-1ecd79bb25d8;€34,67;Carbonated Water - Cherry;2/2/2020;Alcohol;normal
b995b1ae-137a-4a98-9439-cedb15a1ff34;€9,89;Cape Capensis - Fillet;5/21/2020;Alcohol;normal
6d60d8a3-075d-4e0c-9cb9-0625252ba697;€65,98;Oranges - Navel, 72;5/7/2020;Fruits;fridge
fcf29633-f26f-495c-96cb-08341b4db1fa;€86,13;Pecan Raisin - Tarts;11/8/2020;Alcohol;normal
24395145-2b3c-4ea1-ae7e-cda5fbffa145;€31,45;Clams - Littleneck, Whole;6/23/2020;Sweets;freezer
407295a7-e030-49a3-925b-c16656957283;€43,73;Pie Shells 10;6/15/2020;Fruits;fridge
f88a9809-f645-468c-98b9-c41ad174419b;€32,50;Mudslide;4/5/2020;Sweets;normal
6ad68bf9-f3c4-4d51-a42f-815fb9550a79;€76,53;Jameson Irish Whiskey;6/6/2020;Sweets;normal
6a28d4bb-bfab-4633-8694-7aff983f2791;€42,39;Schnappes Peppermint - Walker;4/19/2020;Fruits;freezer
8757085a-2a92-491a-a882-8b8214c342a1;€97,38;Soup - French Onion;12/25/2019;Fruits;fridge
aad3a7ee-a3a5-47ed-82c2-1b4a32e42f02;€0,73;Seedlings - Clamshell;5/11/2020;Vegetables;normal
297a62c1-b876-45a4-a34c-ef27ad222133;€61,55;Coffee - Egg Nog Capuccino;12/31/2019;Sweets;fridge
86611a8c-f926-4e1d-b729-5410a545d7c2;€32,33;Oil - Shortening,liqud, Fry;10/29/2020;Vegetables;fridge
5100e62b-49c3-429f-9f62-52f7749f4bb1;€66,11;Crackers - Water;2/6/2020;Fruits;fridge
f1b8a43d-7e85-4234-946c-657de6098716;€37,97;Bar Mix - Lime;10/25/2020;Sweets;fridge
7dd41e37-4ca5-46b0-8840-fb0d350876c8;€69,98;Carbonated Water - Cherry;5/17/2020;Fruits;fridge
6241ba37-69e5-4c30-986a-2d68e65c1fc2;€58,88;Goat - Whole Cut;10/19/2020;Sweets;freezer
8fef87e7-1b28-41ec-92d9-ef5a046e0c60;€75,68;Hersey Shakes;11/20/2020;Sweets;freezer
5a204ead-d4a0-4e4b-b593-74641cb81bc0;€50,71;Ecolab Silver Fusion;2/7/2020;Alcohol;freezer
9c39366a-20f9-4581-9d38-f2592015720d;€56,55;Icecream Cone - Areo Chocolate;7/13/2020;Fruits;freezer
f0527667-4034-41e0-a1f1-1cef92e5cacc;€77,65;Wine - Beaujolais Villages;6/20/2020;Fruits;freezer
1546a2c0-5bf2-4eb6-b4ec-960a60e10d9c;€43,59;Potatoes - Mini Red;4/5/2020;Sweets;freezer
c506f773-82bc-45bd-be45-2e81bcd31ba5;€74,44;Scallops - 20/30;6/22/2020;Alcohol;normal
33c99c95-0974-4097-9d86-fe82e88c5532;€71,64;Garlic Powder;12/25/2019;Fruits;normal
21b16fd8-cfbc-4651-bf39-8948b0a92603;€44,41;Olives - Black, Pitted;2/11/2020;Vegetables;freezer
87a1186b-4e69-4e5b-a650-d1612010456c;€50,12;Fond - Neutral;5/25/2020;Alcohol;fridge
f6a04abb-0426-45c0-8e22-226623784c3d;€69,11;Ham - Virginia;3/1/2020;Vegetables;normal
ab95d21b-98ed-4c0d-8617-12164068fc4f;€85,58;Cherries - Frozen;4/10/2020;Vegetables;normal
9d270e09-f3bd-4cf4-b8ec-11779e14ba50;€98,81;Bread - Bistro White;11/21/2020;Vegetables;normal
81c2c747-4a84-4717-a8e3-2eb17c523cd0;€41,75;Wine - Semi Dry Riesling Vineland;2/23/2020;Sweets;fridge
e4c931e8-9caa-4ffd-8c19-2021d96a5ebb;€7,30;Nantucket - Orange Mango Cktl;4/5/2020;Vegetables;freezer
f4f25338-a80c-455c-a5f4-307113bd0f7e;€43,23;Juice - Orange;9/17/2020;Vegetables;normal
39a06dbe-847b-4db3-8dcb-0e1efe173b73;€85,79;Lamb - Whole Head Off,nz;9/12/2020;Vegetables;fridge
b7dab37e-14c8-48c0-8f8c-8c1c91e9e236;€6,26;Lentils - Red, Dry;12/7/2019;Fruits;fridge
acc7734b-bc68-4ae6-aee5-1953dde4cd26;€59,14;Chervil - Fresh;4/21/2020;Alcohol;fridge
c85b0f13-6096-431d-9b49-e4b7a47d463b;€1,47;Swiss Chard;9/12/2020;Fruits;fridge
f8d4c026-bf9c-44bd-bdf2-b10345f9c94a;€59,33;Loaf Pan - 2 Lb, Foil;5/20/2020;Vegetables;fridge
084a3df9-74d7-4690-a788-3b60e5922775;€32,57;Lemonade - Kiwi, 591 Ml;11/27/2019;Sweets;freezer
